R1107	1A51_A	-6414	17	0.1540181933272699	17	-0.243547	17
R1107	1A60_A	-7669	19	-0.2214048921817104	19	-0.308514	19
R1107	1A9L_A	-8859	20	-0.5773837541384329	20	-0.370116	20
R1107	1AJU_A	-10837	27	-1.1690864339286824	27	-0.47251	27
R1107	1AKX_A	-10837	28	-1.1690864339286824	28	-0.47251	28
R1107	1AM0_A	-14933	30	-2.3943716596217373	30	-0.684546	30
R1107	1ASY_R	-4651	8	0.6814053644446663	8	-0.152283	8
R1107	1ASY_S	-4651	9	0.6814053644446663	9	-0.152283	9
R1107	1ASZ_R	-4651	10	0.6814053644446663	10	-0.152283	10
R1107	1ASZ_S	-4651	11	0.6814053644446663	11	-0.152283	11
R1107	1AUD_B	-10712	26	-1.1316936963281865	26	-0.466039	26
R1107	1B23_R	-4309	6	0.7837118945196234	6	-0.134579	6
R1107	1B36_A	-9146	21	-0.6632374796691718	21	-0.384973	21
R1107	1C04_E	-3754	4	0.949735649465826	4	-0.105848	4
R1107	1C0A_B	-3567	3	1.005675184916168	3	-0.0961681	3
R1107	1C9S_W	-6011	14	0.2745723793512692	14	-0.222685	14
R1107	1CQ5_A	-6100	15	0.247948750179716	15	-0.227293	15
R1107	1CQL_A	-6100	16	0.247948750179716	16	-0.227293	16
R1107	1D6K_B	-6679	18	0.0747455896142182	18	-0.257265	18
R1107	1DDY_A	-10180	22	-0.9725502051004752	22	-0.4385	22
R1107	1DDY_C	-10180	23	-0.9725502051004752	23	-0.4385	23
R1107	1DDY_E	-10180	24	-0.9725502051004752	24	-0.4385	24
R1107	1DDY_G	-10180	25	-0.9725502051004752	25	-0.4385	25
R1107	1DK1_B	-2388	2	1.3583634859640468	2	-0.0351354	2
R1107	1DRZ_B	609	1	2.25489176267354	1	0.120009	1
R1107	1DUH_A	-5584	12	0.4023059709945637	12	-0.200581	12
R1107	1DUL_B	-4325	7	0.7789256241067599	7	-0.135407	7
R1107	1E8O_E	-5782	13	0.343075874635378	13	-0.210831	13
R1107	1E8S_C	-4111	5	0.8429419908788092	5	-0.124329	5
R1107	1E95_A	-11034	29	-1.2280173883870642	29	-0.482708	29
