R1107	1A51_A	69.1986	3	1.2956031404316888
R1107	1A60_A	0.563232	23	-0.638699366624705
R1107	1A9L_A	38.0533	10	0.4178569633728947
R1107	1AJU_A	19.4138	18	-0.1074470108154226
R1107	1AKX_A	19.4138	19	-0.1074470108154226
R1107	1AM0_A	-73.2457	30	-2.7188048045492876
R1107	1ASY_R	29.0209	13	0.16330316008103835
R1107	1ASY_S	29.0209	14	0.16330316008103835
R1107	1ASZ_R	29.0209	15	0.16330316008103835
R1107	1ASZ_S	29.0209	16	0.16330316008103835
R1107	1AUD_B	2.64233	22	-0.5801056038023662
R1107	1B23_R	15.189	21	-0.22651159034549592
R1107	1B36_A	33.2155	11	0.28151663416190503
R1107	1C04_E	38.5566	9	0.4320411147830174
R1107	1C0A_B	30.738	12	0.21169498679735363
R1107	1C9S_W	-3.81494	24	-0.7620863218155638
R1107	1CQ5_A	62.483	5	1.1063420889518176
R1107	1CQL_A	62.483	6	1.1063420889518176
R1107	1D6K_B	63.228	4	1.1273379021855576
R1107	1DDY_A	-16.3196	25	-1.1144963968644481
R1107	1DDY_C	-16.3196	26	-1.1144963968644481
R1107	1DDY_E	-16.3196	27	-1.1144963968644481
R1107	1DDY_G	-16.3196	28	-1.1144963968644481
R1107	1DK1_B	56.3021	8	0.9321501130908467
R1107	1DRZ_B	26.2054	17	0.08395589543728679
R1107	1DUH_A	58.1617	7	0.9845579175062331
R1107	1DUL_B	77.233	1	1.5220310086802267
R1107	1E8O_E	17.0321	20	-0.1745687938742125
R1107	1E8S_C	72.4905	2	1.388376452625177
R1107	1E95_A	-39.5564	29	-1.7693628571997089
